CNPJ,RazaoSocial,Ano,Trimestre,ValorDespesas
29167970000168,"ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO",2025,1,270979233.00
25810946000144,UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,1741757835.00
31925548000176,GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA,2025,1,50418329324.00
67577171000159,UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO,2025,1,725960098.00
37313475000148,UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO,2025,1,3405330574.00
17146846000137,PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA,2025,1,586237732.00
88645403000139,CIRCULO OPERARIO CAXIENSE,2025,1,6627959906.00
02752923000125,PROASA SAÚDE,2025,1,4636501474.00
40223893000159,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,2025,1,313391349.00
01371135000126,UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,6454793.00
36540979000138,UNIMED COSTA VERDE RJ,2025,1,1657905359.00
51427540000197,UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO,2025,1,4076648285.00
00304148000110,FUNDAÇÃO DE SAÚDE ITAIGUAPY,2025,1,2090835776.00
89870547000151,UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,1,5009027665.00
23031479000129,UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA.,2025,1,276254691.00
87701249000102,UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,1,2636347308.00
73936395000102,UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,2025,1,3459765772.00
49210966000142,UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,8480060503.00
00262338000111,UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO,2025,1,772240121.00
04612990000170,UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA,2025,1,2974182067.00
73809352000166,FUNDAÇÃO SAÚDE ITAÚ,2025,1,51904213800.00
62476676000103,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,2025,1,979581065.00
26629238000174,UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.,2025,1,3545612457.00
31432792000105,UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS,2025,1,108606146637.00
30417661000188,UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,2025,1,2541522852.00
78339439000130,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,2025,1,15308774580.00
03315918000118,UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO,2025,1,20540786552.00
25064148000110,COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA,2025,1,1114169563.00
52657079000121,UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO,2025,1,160372159.00
87306361000149,UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,1,3051331665.00
69612158000119,UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO,2025,1,353469443.00
73162760000179,UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO,2025,1,931198330.00
02597394000132,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,5000235935.00
60975174000100,ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO,2025,1,16918447099.00
00840048000108,UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO,2025,1,906584821.00
02172353000102,CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE,2025,1,1769803115.00
44595858000111,UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS,2025,1,271732121.00
00571628000147,DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.,2025,1,79963179.00
66343534000129,UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,1035742016.00
17505793000101,ABERTTA SAÚDE - ASSOCIAÇÃO BENEFICENTE DOS EMPREGADOS DA ARCELORMITTAL NO BRASIL,2025,1,4399385292.00
22263081000155,HOSPITAL CESAR LEITE,2025,1,274024836.00
68204486000113,UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,758621947.00
82956996000178,FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS,2025,1,5037162616.00
82353079000107,PARANA ASSISTENCIA MEDICA LTDA,2025,1,1626933575.00
62465117000106,FUNDAÇÃO CESP,2025,1,36474249790.00
41905498000119,UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,820815743.00
00660903000107,FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG,2025,1,4464721563.00
15215452000168,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB,2025,1,708381559.00
64327059000171,UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,1097241386.00
44803922000102,UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS,2025,1,15061798059.00
44863959000126,UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO,2025,1,10532108675.00
41781949000153,UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS,2025,1,2383281918.00
41511429000120,UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO,2025,1,665476902.00
42465310000121,TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL,2025,1,168072058.00
73395469000140,CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE,2025,1,3235133113.00
66343559000122,UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO,2025,1,3392210475.00
93507895000136,POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA,2025,1,12487667.00
65442162000125,UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA,2025,1,153292466.00
85177194000158,COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA,2025,1,1445949441.00
05868278000107,UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.,2025,1,63046421760.00
42160192000143,FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL,2025,1,6918393115.00
62635990000191,ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO,2025,1,7927607654.00
71499792000139,UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,928886401.00
26291484000169,UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO,2025,1,1328166760.00
85246916000189,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,2025,1,1008731851.00
83506030000100,BENEFICENCIA CAMILIANA DO SUL,2025,1,5605517457.00
74521188000150,UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO,2025,1,2427155990.00
02888465000156,OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.,2025,1,2607811904.00
35642768000143,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO,2025,1,3309022344.00
25250820000162,UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,13073018203.00
00636975000100,SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA,2025,1,1322435860.00
87607149000111,UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,1,4039063140.00
51473692000126,IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA,2025,1,1988700139.00
87497368000195,UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2025,1,6495669383.00
35908607000159,CAMIM OPERADORA DE PLANO DE SAÚDE LTDA,2025,1,114306851.00
43643139000166,UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS,2025,1,32771687807.00
37275625000176,UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO,2025,1,5370960873.00
32440968000125,UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO,2025,1,9902213574.00
00668790000188,CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE,2025,1,1062167799.00
01647867000104,UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS,2025,1,21142453.00
81076069000109,UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO,2025,1,2366372307.00
39210844000100,UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO,2025,1,2024924368.00
08680639000177,UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,24374200199.00
00368318000120,UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,1,1251139737.00
24243925000121,UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA,2025,1,478636680.00
82602327000106,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO,2025,1,14184134230.00
72127210000156,IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI,2025,1,727776957.00
29640612000120,CONFERÊNCIA SÃO JOSÉ DO AVAÍ,2025,1,932249890.00
10395358000114,UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.,2025,1,7394571999.00
25335803000128,ASSOCIAÇÃO BENEFICENTE CATÓLICA,2025,1,264185209.00
78044815000160,UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO,2025,1,2814104827.00
23802218000165,UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO,2025,1,2121630703.00
02156150000114,DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.,2025,1,117738869.00
00012698000165,UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO,2025,1,390011078.00
69087922000184,UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,1558386689.00
03658432000182,GEAP AUTOGESTÃO EM SAÚDE,2025,1,107914375641.00
40853020000120,UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,2025,1,9198336671.00
27626696000112,UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.,2025,1,1548998227.00
25329079000120,UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO,2025,1,2019615293.00
26150979000178,FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO,2025,1,907185059.00
28806545000109,UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO,2025,1,4362956495.00
57214900000159,UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO,2025,1,1634222258.00
71064539000152,UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO,2025,1,610805787.00
09237009000195,UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL,2025,1,78996575.00
68682715000105,PLAMER PLANO MEDICO RESENDE LTDA,2025,1,826626251.00
97388490000187,UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO,2025,1,3230563512.00
42182170000184,CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ,2025,1,5823119558.00
30036685000197,CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP,2025,1,7875079023.00
69259356000140,S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL,2025,1,4935035098.00
40960189000189,UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO,2025,1,19040.00
01193663000132,UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO,2025,1,1873811454.00
67417519000140,UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,2025,1,1933524933.00
34063123000193,UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO,2025,1,318827048.00
66854779000110,ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA,2025,1,2143749962.00
20946877000187,AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA,2025,1,846392255.00
87827689000100,UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA,2025,1,24173250150.00
29309127000179,AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.,2025,1,518351634817.00
50739135000141,SOBAM CENTRO MÉDICO HOSPITALAR S.A.,2025,1,9564445717.00
78613841000161,ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA,2025,1,4468128678.00
15214919000155,PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.,2025,1,7348134518.00
05455431000166,CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.,2025,1,28974000.00
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,2025,1,696531844.00
59847780000152,AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA,2025,1,6038247972.00
66916305000156,UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,2025,1,614374884.00
83937631000169,CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC,2025,1,2536489206.00
71186886000158,UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,1,440139387.00
12442737000143,UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO,2025,1,25171639675.00
01559455000104,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,2025,1,2348546415.00
00552181000169,UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO,2025,1,986669712.00
92316124000107,UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2025,1,637388729.00
00453863000114,MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.,2025,1,3797926039.00
82996703000186,UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA,2025,1,7135233704.00
55189930000127,IRMANDADE DE MISERICORDIA DE PORTO FERREIRA,2025,1,1091321285.00
72783970000111,UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO,2025,1,2357892582.00
26189530000113,UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,1,2696751571.00
72957814000120,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,2025,1,1100581693.00
29290152000158,UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.,2025,1,2662311715.00
09306242000182,ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP,2025,1,1153954048.00
68709211000131,UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO,2025,1,2735726478.00
31787625000179,FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,2025,1,2840968698.00
02903477000102,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,2025,1,460751186.00
02064028000118,UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA,2025,1,67545974.00
34269803000168,REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,2025,1,7303700022.00
60633369000163,UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO,2025,1,5348655351.00
25910449000118,UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,1,1937499775.00
60214517000105,UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO,2025,1,15652984685.00
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,2025,1,10791162119.00
74466137000172,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO,2025,1,5670303304.00
01672007000112,SISTEMA PREVSAUDE DENTAL LTDA,2025,1,32787736.00
15395999000192,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,3823013391.00
52852100000140,IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO,2025,1,1415795514.00
89761670000134,ASSOCIAÇAO UNISAUDE MARAU,2025,1,349721682.00
23278898000160,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS,2025,1,1291069834.00
48721401000167,UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO,2025,1,1975027423.00
58702853000155,UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA,2025,1,158941459.00
82624776000147,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,2025,1,16667755844.00
37652765000116,UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.,2025,1,386431565.00
45100138000109,UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO,2025,1,29984066692.00
00111826000128,UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA,2025,1,3203667987.00
23725062000166,UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,2025,1,544504563.00
29135795000127,UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.,2025,1,9760286747.00
65276354000109,UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO,2025,1,1875742600.00
92128610000193,"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.",2025,1,1757791924.00
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,2025,1,27049351555.00
31466949000105,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,2025,1,33457190163.00
02041808000142,ADVANCE PLANOS DE SAÚDE LTDA,2025,1,635513093.00
46124624000111,UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO,2025,1,73166197479.00
14799035000147,ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,2025,1,2670561417.00
13086566000120,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE,2025,1,602618149.00
00172586000171,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA,2025,1,88119584.00
66872888000160,UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO,2025,1,8102394194.00
08315806000180,UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO,2025,1,356176180.00
79115762000193,IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ,2025,1,3121833719.00
81710543000102,UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO,2025,1,2044637360.00
21490586000190,COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE,2025,1,6719891411.00
05657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,2025,1,6277161991.00
00946953000147,UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO,2025,1,1735352914.00
86483542000188,UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,400092667.00
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO,2025,1,13964227464.00
84313741000112,UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA,2025,1,4914354443.00
90747908000156,SULMED - ASSISTÊNCIA MÉDICA LTDA,2025,1,1854033157.00
77375897000162,FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL,2025,1,5370783749.00
35436658000125,DENTAL CENTER LTDA,2025,1,108064517.00
02812468000106,UNIMED NACIONAL - COOPERATIVA CENTRAL,2025,1,158940027966.00
19878404000100,FUNDAÇÃO SÃO FRANCISCO XAVIER,2025,1,15740941432.00
42425561000182,SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA,2025,1,133571892.00
80653975000158,UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,2025,1,1781468932.00
76882612000117,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,2025,1,16445226946.00
24449225000198,UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO,2025,1,10356472095.00
00763923000103,UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO,2025,1,7731887.00
90619818000180,HOSPITAL DE PRONTOCLINICA LTDA.,2025,1,407892949.00
02403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,2025,1,18215123290.00
